supplier_id,material_id,orders,spend,qty_ordered,qty_received,qty_short,qty_rejected,short_loss,reject_loss,premium_gap,premium_pct,late_orders,mean_days_late,median_price,benchmark,return_loss,qty_returned,short_delivery_pct,late_orders_pct,quality_rejection_pct,price_premium_pct,short_delivery_adj,short_delivery_panel,late_delivery_adj,late_delivery_panel,quality_rejection_adj,quality_rejection_panel,price_premium_adj,price_premium_panel,score_short_delivery,score_late_delivery,score_quality_rejection,score_price_premium,score,flags,leakage,leakage_per_lakh,low_confidence
VS02,ERW Pipes,8,17446474.05,227.0,225.69,1.3100000000000032,0.0,101359.5097000004,0.0,-2253038.473157912,-0.0014090321293454833,5,1.25,80847.345,91814.28,11379.014625755033,0.14074691785803273,0.5770925110132172,62.5,0.0623629393672882,-0.14090321293454833,0.5528195855960498,0.8606405037702413,1.3244853737811484,1.8619246861924685,0.11458942762115601,1.0307966997896014,-0.9822793836504912,1.2392765482212764,97.83509190231423,100.0,100.0,100.0,99.35052757069427,[],112738.52432575544,646.1966125800384,False
VS02,Fasteners & Fittings,7,12479713.030000001,164.52,164.05,0.4699999999999971,0.0,36501.117699999944,0.0,-1849739.3809412606,-0.13368890800784244,7,2.0,79610.93,98262.53,93181.36339867143,1.170459425592333,0.28567955263797534,100.0,0.7134772481513765,-13.368890800784245,0.38080594942572815,0.6608902615277615,1.7681924882629108,1.9425287356321839,0.49875831509969654,0.9250530699946431,-8.768720157455808,1.8480269950795833,100.0,92.83233075115805,95.26590703081246,100.0,97.02455944549263,[],129682.48109867137,1039.1463392381495,False
VS02,GI Pipes,9,23312147.5,252.63,251.45000000000002,1.1799999999999948,0.0,116346.43110000034,0.0,3616021.4497707235,0.24875997305439915,6,1.1111111111111112,99003.11,77937.12,15867.112424925755,0.1602688281704055,0.4670862526224102,66.66666666666667,0.06373785172813899,24.875997305439913,0.4838350570174716,0.8113484045650325,1.2298792756539234,1.7452471482889733,0.11174283640642667,1.0856301861243616,15.160112104641373,4.14215938962826,100.0,100.0,100.0,0.0,80.0,[],132213.5435249261,567.1444191270929,False
VS02,GI Sheets,6,8692666.56,140.06,139.22,0.8400000000000025,0.0,50105.58399999997,0.0,-2858272.2687687753,-0.23547035809086747,5,1.5,57665.905,85614.4,11227.797002096013,0.19470425378906328,0.5997429672997305,83.33333333333333,0.13985365162265714,-23.547035809086747,0.5607611207673903,0.823990501850067,1.4743918053777207,1.9690265486725664,0.16635281398842414,1.3393373707505076,-13.902238285318225,4.348862850517769,97.30565622422486,100.0,100.0,100.0,99.19169686726745,[],61333.381002095986,705.5761379865464,False
VS02,GI Wire,3,14995365.100000001,130.44,129.95,0.490000000000002,0.0,56082.703400000464,0.0,4615481.704864416,0.44476786591249545,1,0.3333333333333333,113828.85,84131.01,17234.879484940593,0.1514104683034274,0.37565164060104417,33.333333333333336,0.11651440423503455,44.47678659124954,0.46210868080575535,0.7928518581395263,1.0272887323943662,1.9775280898876404,0.16753778210522827,0.9750811560699817,15.223494186221078,3.049089196998296,100.0,100.0,100.0,0.0,80.0,[],73317.58288494106,488.93496354377567,True
VS02,HR Coils,10,26087847.13,333.85,332.23,1.6199999999999992,0.0,120277.77149999933,0.0,-361134.9861964382,0.03381306886500013,8,2.1,78337.1,82509.0625,11377.738983876596,0.14524074779225418,0.48524786580799734,80.0,0.04371692736726189,3.381306886500013,0.49482621218152556,0.7659538489832981,1.8812206572769952,1.9323843416370108,0.09519522118728944,1.0275266204297402,1.4780441720680086,6.042133537357304,100.0,89.06472511735524,100.0,76.93492144928717,92.65316556919625,[],131655.51048387593,504.6622276948153,False
VS02,Hex Bars,9,14902618.370000001,216.44,215.31,1.1299999999999937,0.0,80377.74910000048,0.0,-2564354.9582875334,-0.056156968981995084,6,0.8888888888888888,70607.78,82899.65,5176.240432630819,0.07330977454086249,0.5220846423951182,66.66666666666667,0.03404847640186823,-5.615696898199508,0.5191911647284981,0.750579496975409,1.0870221327967806,1.728744939271255,0.09265680941096689,0.6783321114707905,-4.441691311983969,2.0995196224827377,100.0,100.0,100.0,100.0,100.0,[],85553.9895326313,574.0869651796048,False
VS02,MS Flats,19,40889797.19,473.19,470.35,2.8399999999999905,0.0,251374.72149999993,0.0,1361385.0461647478,0.009751153702706863,13,1.1578947368421053,80287.67,86044.76000000001,13626.874004969084,0.16972561297356223,0.6001817451763541,68.42105263157895,0.036084960768270904,0.9751153702706863,0.5822236534580684,0.835588215786445,1.2174295774647887,2.006644518272425,0.06984888744724457,1.025137757196309,0.2868660729651267,4.231608669949848,95.874820711513,100.0,100.0,96.78788976766853,98.1200241669876,[],265001.595504969,648.0873315991348,False
VS02,MS Pipes,9,21196255.85,285.39,283.86,1.5300000000000011,0.0,111617.93570000085,0.0,1147966.5504249574,0.05604130298915474,8,1.5555555555555556,77036.22,71312.91,15860.642388581662,0.20588552227227225,0.5361084831283511,88.88888888888889,0.07253065675765245,5.604130298915474,0.5282064909141478,0.7744255024799029,1.5155935613682092,1.9185185185185185,0.11739535392539961,1.2470140641608212,2.7710547433042336,6.597865126401695,99.47596488110769,100.0,100.0,55.38474526201676,90.91973851673566,[],127478.57808858251,601.4202649312826,False
VS02,MS Rods,10,22476032.509999998,262.8,261.33,1.470000000000006,0.0,127096.42860000033,0.0,1472266.3770770738,0.05412644133783693,8,2.0,87070.605,86248.3475,342783.55638597097,3.936845923902458,0.5593607305936096,80.0,1.5064653594698116,5.412644133783693,0.5442347887052671,0.788919666446106,1.8145539906103285,1.8925081433224755,1.0703608425889892,1.1907554122490775,2.832269003590462,4.23647940347009,98.40741169503308,91.28694733957747,57.15907186485963,54.36450759057963,77.50662982773511,[],469879.9849859713,2090.5824227514936,False
VS02,MS Sheets,6,7845182.3,83.42,82.92,0.5000000000000022,0.0,46878.12019999951,0.0,855762.0927447455,0.08094903543896398,4,1.0,91081.04500000001,87042.025,8902.691378673459,0.09774472151338906,0.5993766482857854,66.66666666666667,0.1178783423943428,8.094903543896399,0.5605613103961475,0.8023629291376927,1.2016645326504483,1.8790035587188612,0.15436628168207084,1.0203835613807282,3.35700136176349,3.3331616484574305,97.31897691564106,100.0,100.0,45.618968287695814,88.31948673223148,[],55780.81157867297,711.0199539744663,False
VS02,SS Pipes,9,21246036.83,242.2,240.53,1.670000000000004,0.0,147976.9805000002,0.0,2152528.7406950314,0.12341823456846919,8,1.7777777777777777,80847.66,79820.07,8212.735183478331,0.10158284338072779,0.6895127993393906,88.88888888888889,0.04223292037613927,12.34182345684692,0.6268235513355304,0.7141696463660475,1.658450704225352,1.8642857142857143,0.09791823768014114,0.9358124398726226,7.1024289162601635,5.667625820953892,92.90149418634887,96.49039021907667,100.0,0.0,76.99304581067383,[],156189.71568347854,735.1475333175281,False
VS02,SS Sheets,5,7187554.77,98.00999999999999,97.58,0.42999999999999616,0.0,36001.09650000016,0.0,-398279.0661014764,-0.02159247825313846,4,1.4,66577.38,80209.9,14046.864611418498,0.21098554210782244,0.43873074176104093,80.0,0.21621801814697933,-2.159247825313846,0.47635682334481155,0.7465648567993546,1.421830985915493,1.870503597122302,0.2071849134871619,1.2767407456151725,-2.243864541054923,4.2377431374054195,100.0,100.0,100.0,100.0,100.0,[],50047.961111418655,696.3141529065338,False
VS02,Spring Steel,12,29147874.62,400.96,399.15999999999997,1.8000000000000078,0.0,122676.55000000086,0.0,-6246051.694333854,-0.15118545742953166,9,1.0833333333333333,65483.39,92471.60999999999,4719.368136761956,0.07206969793045162,0.44892258579409616,75.0,0.018055340698078872,-15.118545742953165,0.46805797377482733,0.804445441279379,1.1893123446561722,1.7963636363636364,0.07102489014786288,0.7936961818042867,-11.356762070553998,4.334171972882552,100.0,100.0,100.0,100.0,100.0,[],127395.91813676282,437.0676071501601,False
VS02,Square/Rect Tubes,3,10884438.93,110.87,110.41,0.4599999999999973,0.0,51054.17650000076,0.0,2075920.1735861055,0.2041137591397919,2,1.6666666666666667,113791.81,82535.68,20136.993068081872,0.1769634657193859,0.414900333724179,66.66666666666667,0.16027847633310924,20.411375913979192,0.4768269407269309,0.7314050445852145,1.5272887323943662,1.7634408602150538,0.1839493091420063,0.9819051603032114,6.198965182244697,4.949009299696743,100.0,100.0,100.0,0.0,80.0,[],71191.16956808264,654.0637512500853,True
VS02,Structural Steel,6,13765127.36,165.8,165.0,0.7999999999999972,0.0,63496.082200000295,0.0,397774.77382397384,0.06551295671573888,5,1.6666666666666667,92773.615,83796.11499999999,29500.392457455906,0.31798256926234797,0.4825090470446303,83.33333333333333,0.19271670864384724,6.551295671573889,0.49681534608279015,0.719847459996229,1.5653008962868116,1.7732793522267207,0.1951872087272551,1.472881334942787,2.5150334314057576,5.830589040692322,100.0,99.59538381702802,100.0,59.65176712699136,91.82919937965528,[],92996.4746574562,675.5947273520628,False
VS03,Angles & Channels,8,13539106.4,147.84,142.97,4.870000000000006,2.95,433022.4754000007,250858.4799,1768554.3364231593,0.18325654433819843,8,5.0,100418.245,82444.45000000001,2526755.896746053,25.1623188270822,3.2941017316017356,100.0,19.66308933838022,18.325654433819842,3.3812400798575704,0.7113026493123651,4.93998908892526,1.7416666666666667,14.879700244361109,1.9498939866506468,12.409012761436902,4.309025190384596,0.0,0.0,0.0,0.0,0.0,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",3210636.852046054,23713.80176202806,False
VS03,CR Sheets,4,6012209.79,81.00999999999999,77.73,3.279999999999995,2.11,243180.9628,159394.49709999998,-1153218.342601097,-0.1647876494961972,4,3.5,71147.9,91941.005,566463.8003494921,7.961778216215689,4.04888285396864,100.0,12.957388673891275,-16.47876494961972,3.755426511245455,0.7884562788332824,4.2466509062253746,1.6705426356589148,9.773438129468637,1.1175594422605428,-5.689236596706434,2.9946127341416036,0.0,10.217050152409257,0.0,100.0,22.554262538102314,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",969039.2602494921,16117.855066556021,True
VS03,ERW Pipes,10,16624219.85,209.24,201.73,7.510000000000012,4.51,598366.8690000012,310204.4889,-252653.9986797683,0.027707432844266543,10,3.8,82340.53,88963.3725,435140.7829393362,5.284648798584806,3.5891798891225446,100.0,4.855325830855503,2.770743284426654,3.5663404051039986,0.8606405037702413,4.147990543735225,1.8619246861924685,5.645643118547179,1.0307966997896014,2.827957551492501,1.2392765482212764,0.0,13.505728902080916,0.0,54.436365125545635,14.263705250629357,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",1343712.1408393374,8082.858341405641,False
VS03,Fasteners & Fittings,5,11620933.690000001,105.89,101.79,4.100000000000003,2.7399999999999998,445738.5798000011,284814.1705,2729268.4230657574,0.24364140196270961,5,5.2,118144.91,90130.725,606032.4377130545,5.129568744967976,3.871942581924642,100.0,7.731180612012944,24.364140196270963,3.696302009495774,0.6608902615277615,5.021985815602838,1.9425287356321839,7.478729152971736,0.9250530699946431,13.653263140947578,1.8480269950795833,0.0,0.0,0.0,0.0,0.0,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",1336585.1880130556,11501.530115116382,False
VS03,GI Pipes,9,22669162.509999998,227.71,220.36,7.34999999999999,5.5,715537.9727999988,529668.5128,3797310.663042964,0.1820322904091693,9,4.666666666666667,93760.0,82440.8,633017.1833784218,6.751463133302281,3.2277897325545606,100.0,5.559749107506935,18.20322904091693,3.3323867698803986,0.8113484045650325,4.729989868287741,1.7452471482889733,6.154937888372504,1.0856301861243616,12.75292798545524,4.14215938962826,0.0,0.0,0.0,0.0,0.0,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",1878223.6689784206,8285.368584524831,False
VS03,GI Sheets,8,13471001.620000001,157.87,151.53,6.34,3.84,529837.4105999998,309152.0198,833046.7437460998,0.14524605431249266,8,5.375,90437.575,84188.45999999999,1154606.479284725,12.766888976011629,4.01596250079179,100.0,10.959472695843482,14.524605431249265,3.825462091666835,0.823990501850067,5.170758319694491,1.9690265486725664,9.5236284643385,1.3393373707505076,10.06990568293193,4.348862850517769,0.0,0.0,0.0,0.0,0.0,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",1993595.9096847246,14799.166134201123,False
VS03,GI Wire,11,22133090.45,284.95,274.49,10.45999999999999,6.76,826353.2600999996,503383.0154,-1464897.054788916,0.007099248131097007,11,6.0,83715.47,88798.11,878807.7933528678,10.497555509786515,3.6708194420073665,100.0,6.287134507554561,0.7099248131097007,3.623895065463473,0.7928518581395263,5.638741134751774,1.9775280898876404,6.580616753297051,0.9750811560699817,1.40756896077048,3.049089196998296,0.0,0.0,0.0,78.10950830424598,15.621901660849197,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",2208544.0688528675,9978.471257062376,False
VS03,HR Coils,6,12480604.969999999,161.45,155.56,5.889999999999999,4.21,470373.6368999998,330984.8403,-177481.99955288687,-0.013659703134693288,6,3.8333333333333335,71270.94,80760.47,268164.7945225118,3.7626106028980644,3.648188293589346,100.0,5.125103241770419,-1.3659703134693288,3.590221540624601,0.7659538489832981,4.2927143778207615,1.9323843416370108,6.080182538206833,1.0275266204297402,0.5923735043004544,6.042133537357304,0.0,8.681601099229697,0.0,91.69609924541308,20.50962012389004,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",1069523.2717225116,8569.482603554528,False
VS03,Hex Bars,10,18908004.91,242.07,233.82999999999998,8.240000000000009,5.8100000000000005,654074.7838000009,465667.39149999997,-265823.00458038587,-0.054645187724418384,10,6.0,71988.925,84655.14,407029.4541628821,5.654056567213389,3.403974057090928,100.0,4.902731286495912,-5.4645187724418385,3.4428698504162543,0.750579496975409,5.614657210401892,1.728744939271255,5.677246755640784,0.6783321114707905,-2.662217153086494,2.0995196224827377,0.0,0.0,0.0,100.0,20.0,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",1526771.629462883,8074.7367939142505,False
VS03,MS Flats,12,27375987.32,339.32,326.56,12.759999999999996,10.32,992037.0732999998,855848.1899,-575178.1102585357,0.059506949778567776,12,5.25,92619.86,85223.23,430022.7669786315,4.642878611332726,3.7604621006719308,100.0,4.581969197492873,5.950694977856777,3.689932493729277,0.835588215786445,5.130579891531081,2.006644518272425,5.3597069905627714,1.025137757196309,5.065898244847195,4.231608669949848,0.0,0.0,0.0,17.13735356963406,3.4274707139268124,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",2277908.0301786317,8320.825121490565,False
VS03,MS Pipes,8,19159743.15,270.43,260.83,9.600000000000001,7.1,666669.6308999998,514330.8027,-1358395.6891175366,-0.022806201703131336,8,6.25,67409.5,81336.195,779054.7737477472,11.557047207704363,3.5499020079133237,100.0,7.152952960819064,-2.2806201703131337,3.5386556345108557,0.7744255024799029,5.709219858156029,1.9185185185185185,7.181154781246551,1.2470140641608212,-0.27177161033723823,6.597865126401695,0.0,0.0,0.0,100.0,20.0,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",1960055.207347747,10230.070372043307,False
VS03,MS Rods,10,25772764.16,296.11,285.7,10.41000000000001,6.7700000000000005,896651.5789000003,607263.5306,1615425.821627251,0.08740045620782419,10,4.6,89376.73,85754.4025,1044935.4577005296,11.691359235234156,3.515585424335555,100.0,6.461798822273068,8.74004562078242,3.5172774285793387,0.788919666446106,4.681323877068559,1.8925081433224755,6.716625112825556,1.1907554122490775,6.807492442396344,4.23647940347009,0.0,0.0,0.0,0.0,0.0,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",2548850.56720053,9889.705859165902,False
VS03,MS Sheets,6,18420839.849999998,172.47,166.77,5.6999999999999975,3.4800000000000004,594538.9585999983,381080.0073,3797994.026141914,0.29631273854359413,6,4.833333333333333,105967.045,87360.1875,252654.1114797642,2.3842706143194254,3.3049225952339523,100.0,3.51638221162045,29.631273854359414,3.4029857051580223,0.8023629291376927,4.8381689232753065,1.8790035587188612,5.202698339943214,1.0203835613807282,17.499961232207042,3.3331616484574305,0.0,0.0,0.0,0.0,0.0,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",1228273.0773797624,6667.845154626664,False
VS03,SS Pipes,9,23550841.130000003,281.88,272.99,8.890000000000013,7.28,730936.6539000004,604370.8655000001,1865755.7775366066,0.0345418476656617,9,4.555555555555555,72327.92,76764.21,665534.5680824905,9.201627367170111,3.1538243224067024,100.0,6.037447293736076,3.45418476656617,3.2848375776424894,0.7141696463660475,4.65856129685917,1.8642857142857143,6.462029579519809,0.9358124398726226,3.271399523372607,5.667625820953892,0.0,0.0,0.0,47.045665594210526,9.409133118842105,"[""short_delivery"", ""late_delivery"", ""quality_rejection""]",2000842.087482491,8495.841301114882,False
