supplier_id,orders,qty_ordered,qty_received,qty_short,qty_rejected,spend,short_loss,short_orders,reject_loss,return_loss,return_loss_recorded,return_loss_inferred,returns_recorded,returns_inferred,qty_returned,handling_loss,premium_mean_pct,premium_ci_low,premium_ci_high,premium_p,premium_net_rs,premium_orders,premium_q,premium_significant,premium_loss,rubric_core_total,additional_total,total_impact,impact_pct_of_spend,supplier_name,late_orders,mean_days_late,mean_days_late_when_late,max_days_late,arora_paid_days_late,short_delivery_pct,late_orders_pct,receiving_rejection_pct,customer_return_pct,quality_rejection_pct,price_premium_pct,short_delivery_adj,late_delivery_adj,quality_rejection_adj,price_premium_adj,score_short_delivery,score_late_delivery,score_quality_rejection,score_price_premium,score,rank,risk_rank,low_confidence,band,drivers
VS13,119,3011.67,2995.42,16.249999999999996,0.0,257908060.06,1418110.642899997,113,0.0,1177207.6377286,596722.7617,580484.8760286001,4.0,2.650581120501363,15.226443711750523,176581.14565929002,1.5370876480547644,-3.241403759896152,6.551568218965411,0.26815410713688154,16585571.634176468,119,0.8120294187749488,False,0.0,2595318.2806285974,176581.14565929002,2771899.4262878876,1.0747626210840522,Radhe Alloys,83,1.5798319327731092,2.2650602409638556,3,5.495798319327731,0.5395677481264546,69.74789915966386,0.0,0.5083241652840177,0.5083241652840177,1.5370876480547644,0.5489597255451016,1.5908938172043012,0.5301834922451446,0.20902277606642244,98.09241590571077,98.7422864531117,93.17089522111593,98.0852780493136,97.02307580013286,22,13,False,good,[]
VS31,132,3432.01,3415.9900000000002,16.019999999999932,0.0,289931630.77,1348726.934699994,120,0.0,1542703.582919641,847287.5599499999,695416.0229696409,5.0,3.0463434979727513,18.149412387645874,231405.53743794613,1.4656073470033442,-3.6082394895822136,6.806530140961285,0.28961222176366475,13451234.014637817,132,0.8120294187749488,False,0.0,2891430.517619635,231405.53743794613,3122836.055057581,1.0770939503095809,Sunrise Alloys,93,1.446969696969697,2.053763440860215,3,6.409090909090909,0.46678185669621974,70.45454545454545,0.0,0.5313075385948399,0.5313075385948399,1.4656073470033442,0.47793904397405484,1.461830900243309,0.5502538136067058,0.18587660568775688,100.0,100.0,91.83287379701184,98.47104755562471,97.6524279603779,21,14,False,good,[]
VS27,122,2948.04,2932.03,16.009999999999998,0.0,249523998.63,1364438.1580999964,118,0.0,707184.2450128818,374953.83434999996,332230.4106628818,2.0,1.4436704207056021,8.263153446891183,106077.63675193227,0.7623552325511501,-4.386465594512274,6.188441784326457,0.3885239202322633,13533444.904865095,122,0.8256133304935594,False,0.0,2071622.403112878,106077.63675193227,2177700.03986481,0.8727417209652666,National Pipes,100,1.7377049180327868,2.12,3,5.827868852459017,0.5430726855809282,81.9672131147541,0.0,0.28182363232610796,0.28182363232610796,0.7623552325511501,0.5521048156017145,1.7422900262467191,0.31208394105027554,0.11774144533410164,97.88274323526991,93.69574615169776,100.0,99.60663356151895,97.71008622080922,20,15,False,good,[]
VS30,153,3769.68,3751.27,18.410000000000018,0.0,317512681.67,1567465.6831999996,148,0.0,534744.7554972598,385512.14499999996,149232.61049725983,1.0,0.6610000137195748,6.029410486905963,80211.71332458897,0.30961970700051555,-3.9207606817008376,4.726264249748939,0.44417735150236604,13044942.855106797,153,0.8336792615188198,False,0.0,2102210.4386972594,80211.71332458897,2182422.1520218486,0.6873496014531167,Apex Hardware,119,1.7647058823529411,2.26890756302521,3,5.96078431372549,0.48837036565437963,77.77777777777777,0.0,0.16072984580971145,0.16072984580971145,0.30961970700051555,0.49736145497256073,1.7675369198312234,0.18888508720560554,0.0863671590625095,100.0,92.8541830322143,100.0,100.0,98.21354575805357,19,16,False,good,[]
VS34,144,3592.67,3574.01,18.66,0.0,303675720.53000003,1566920.4150999987,138,0.0,1432719.4781991642,942594.8251,490124.6530991641,4.0,2.21856482525435,16.39493229253197,214907.9217298746,2.140299584172634,-2.737752436060254,7.263003482272678,0.19887568923096816,15924379.333775446,144,0.8120294187749488,False,0.0,2999639.893299163,214907.9217298746,3214547.8150290377,1.058546204951368,Supreme Fittings,107,1.5694444444444444,2.1121495327102804,3,6.368055555555555,0.5193908708564939,74.30555555555556,0.0,0.45872653665020435,0.45872653665020435,2.140299584172634,0.5278840895562392,1.5789988814317675,0.4785825412565722,0.264439505439395,99.49745830496826,99.13878431219617,96.61095862035408,97.1616658930974,98.21900640324752,18,17,False,good,[]
VS26,155,3930.52,3909.14,21.380000000000013,0.0,329679262.67,1784073.6575000053,146,0.0,1067128.0493490514,826392.6413999998,240735.40794905144,2.0,1.0582102755376548,11.597183547513426,160069.2074023577,1.120694450249687,-3.489346456930184,5.9509439705272555,0.32017796779641305,11813221.663346333,155,0.8120294187749488,False,0.0,2851201.7068490568,160069.2074023577,3011270.9142514146,0.9133940939638702,Rajdhani Steel,122,1.6387096774193548,2.081967213114754,3,6.303225806451613,0.5439483834200058,78.70967741935483,0.0,0.29666841165866215,0.29666841165866215,1.120694450249687,0.5510902710665339,1.6454427083333332,0.3202236323543278,0.17276017868095872,97.95037953761529,96.92399008214397,100.0,98.68965467240467,98.35404231630152,17,18,False,good,[]
VS22,128,3158.3,3143.93,14.370000000000031,0.0,261267135.48,1219026.9136,123,0.0,359004.46760360064,176026.8597,182977.60790360064,1.0,0.7977176406547901,4.739153971529703,53850.670140540096,-0.03967634087377158,-4.915055248045481,5.085682408537961,0.50619324045108,8227797.6626084205,128,0.8336792615188198,False,0.0,1578031.3812036007,53850.670140540096,1631882.0513441407,0.6246028794804394,Ratan Steel,106,1.734375,2.0943396226415096,3,5.9921875,0.4549916094101267,82.8125,0.0,0.15073980564229175,0.15073980564229175,-0.03967634087377158,0.46692759357173474,1.7388784461152882,0.1845629510662644,0.04328516187723616,100.0,93.80946548941213,100.0,100.0,98.45236637235303,16,19,False,good,[]
VS18,132,3464.53,3446.46,18.070000000000057,0.0,296138293.68,1542672.4747000022,129,0.0,1237925.2169610767,712263.5917999999,525661.6251610768,4.0,2.347151469946907,14.915594598533502,185688.7825441615,1.89100506692951,-2.7629144594269848,6.767668486085681,0.2168248826721368,14494190.020155896,132,0.8120294187749488,False,0.0,2780597.691661079,185688.7825441615,2966286.4742052406,1.0016558268585618,Kumar Hardware,100,1.4924242424242424,1.97,3,5.462121212121212,0.5215714685686098,75.75757575757575,0.0,0.43278014538202975,0.43278014538202975,1.89100506692951,0.5307290349751898,1.5056265206812653,0.45532231065713685,0.2559191385020865,99.30779527703824,100.0,98.16164066031644,97.30367200871922,98.79348314993443,15,20,False,good,[]
VS09,149,3650.23,3633.7799999999997,16.45,0.0,312933276.46,1418560.7119999994,139,0.0,1008821.9944828929,611704.2045,397117.78998289286,3.0,1.708285435688022,11.838178724351282,151323.29917243394,3.240854390275122,-1.3763514822974974,8.074221299172537,0.08695842888524327,18581721.88629914,149,0.7296345653944255,False,0.0,2427382.7064828924,151323.29917243394,2578706.0056553264,0.8240433982689418,MSP Steel,121,1.5302013422818792,1.884297520661157,3,6.040268456375839,0.4506565339718319,81.20805369127517,0.0,0.3257813825919919,0.3257813825919919,3.240854390275122,0.4611056331321264,1.540719696969697,0.34930911282991306,0.4104939787381832,100.0,100.0,100.0,94.72742467145093,98.94548493429019,14,21,False,good,[]
VS06,146,4027.53,4008.6,18.929999999999993,0.0,337418624.87,1594789.3980000017,142,0.0,1414851.5959126356,964149.7104,450701.8855126355,4.0,1.9989411519036677,16.519371768565662,212227.73938689532,2.81864319329318,-1.7235487316329507,7.570768497137573,0.11492761165751451,16866359.286810506,146,0.7296345653944255,False,0.0,3009640.9939126372,212227.73938689532,3221868.7332995324,0.9548580000706386,APL Apollo Tubes,113,1.5,1.9380530973451326,3,5.938356164383562,0.4700151209301977,77.3972602739726,0.0,0.41209828290589384,0.41209828290589384,2.81864319329318,0.4800308052738634,1.5117273730684326,0.43323527598583,0.372414698875217,100.0,100.0,99.63410963840357,95.3620793358337,98.98094327676763,13,22,False,good,[]
VS20,141,3697.2200000000003,3679.71,17.51000000000003,0.0,314860265.26,1485156.688600003,136,0.0,564702.4197556074,295418.64089999994,269283.77885560744,2.0,1.1637406922584252,7.0401201539819995,84705.3629633411,2.8023034812173275,-1.7263655485883722,7.539663715902206,0.11562283935340978,17867786.537882134,141,0.7296345653944255,False,0.0,2049859.1083556104,84705.3629633411,2134564.4713189513,0.6779402505922133,Bhavani Metals,105,1.5390070921985815,2.066666666666667,3,6.2695035460992905,0.47359908255391964,74.46808510638297,0.0,0.19132268993975068,0.19132268993975068,2.8023034812173275,0.4838350313742957,1.5498002283105021,0.2207443606240046,0.37224363092409507,100.0,100.0,100.0,95.3649304683524,99.07298609367048,12,23,False,good,[]
VS10,149,3695.28,3675.16,20.12000000000001,0.0,311692631.05,1650210.0732000032,146,0.0,1285980.5033515638,678015.32695,607965.1764015638,5.0,2.675752537592465,14.743962899946434,192897.07550273457,0.6928009186053105,-3.8295864895314717,5.427852358461659,0.3844021351941703,13162121.085870873,149,0.8256133304935594,False,0.0,2936190.576551567,192897.07550273457,3129087.6520543015,1.003901709678966,Gallantt Metal,115,1.516778523489933,1.9652173913043478,3,5.570469798657718,0.5444783615855906,77.18120805369128,0.0,0.40117880309827153,0.40117880309827153,0.6928009186053105,0.5518812975116721,1.5277326839826841,0.4222585651379369,0.12717828323011385,97.89764444127275,100.0,100.0,99.44935292991876,99.25916391836557,11,24,False,good,[]
VS15,152,3597.86,3578.67,19.19000000000004,0.0,302962216.57,1634129.1002000007,147,0.0,364626.0956019758,201099.73619999996,163526.35940197585,1.0,0.7048245684793657,3.923784207953188,54693.91434029637,1.0854174989406045,-3.782434018897809,6.199543989109704,0.3343650547896848,12210387.218255028,152,0.8120294187749488,False,0.0,1998755.1958019766,54693.91434029637,2053449.110142273,0.6777904959207411,Western Steel,104,1.4210526315789473,2.076923076923077,3,5.7368421052631575,0.5333726159439234,68.42105263157895,0.0,0.10964364436936594,0.10964364436936594,1.0854174989406045,0.5409877806625533,1.4348460721868366,0.13960516760346142,0.1577781703742337,98.62387889788067,100.0,100.0,98.93935481085009,99.37503463153422,10,25,False,good,[]
VS23,128,2945.77,2930.7,15.069999999999995,0.0,247726823.72,1258939.6792999979,123,0.0,783804.0032323942,468172.79250000004,315631.21073239425,2.0,1.4166037493670947,9.112293164247626,117570.60048485913,1.6737483773575645,-2.9167551516974357,6.48131019163154,0.24130091722063257,9785460.973606985,128,0.8120294187749488,False,0.0,2042743.682532392,117570.60048485913,2160314.283017251,0.8720550526490444,Krishna Pipes,89,1.4296875,2.056179775280899,3,5.6875,0.511581012774249,69.53125,0.0,0.3109254841589936,0.3109254841589936,1.6737483773575645,0.5213895757567548,1.4456453634085213,0.33872661159361656,0.2364104872787441,99.93042589160056,100.0,100.0,97.62881619577492,99.50489100663515,9,26,False,good,[]
VS24,136,3425.38,3408.75,16.630000000000024,0.0,278607733.42,1334213.1962000055,130,0.0,898692.0538243877,637358.34555,261333.7082743877,2.0,1.2319718164883338,10.796543840138993,134803.80807365815,-4.210997881585539,-9.252631840578845,1.1107331589211527,0.9393991900675333,1326908.534089588,136,0.9687026434060972,False,0.0,2232905.250024393,134803.80807365815,2367709.058098051,0.8498360863977669,Om Metals,104,1.5661764705882353,2.048076923076923,3,5.1911764705882355,0.485493580274306,76.47058823529412,0.0,0.3167302923399778,0.3167302923399778,-4.210997881585539,0.49567071530390167,1.576388888888889,0.34274820658040284,-0.35297742279906436,100.0,99.22578406362544,100.0,100.0,99.80644601590636,8,27,False,good,[]
VS07,166,4125.3,4104.03,21.26999999999997,0.0,329801267.44,1682255.976800003,157,0.0,390221.40270363283,262558.485,127662.91770363285,1.0,0.5821872396814874,4.716854351931923,58533.21040554492,-2.5627156181746766,-6.6240961569790935,1.6753144758373615,0.8831274424740114,-3295616.534743651,166,0.9687026434060972,False,0.0,2072477.379503636,58533.21040554492,2131010.589909181,0.6461499091409256,Prakash Industries,122,1.5180722891566265,2.0655737704918034,3,4.921686746987952,0.5155988655370511,73.49397590361446,0.0,0.11493225809586977,0.11493225809586977,-2.5627156181746766,0.523110266781842,1.5278996101364521,0.14228615329540473,-0.31571100239776245,99.81571315659475,100.0,100.0,100.0,99.94471394697842,7,28,False,good,[]
VS02,142,3891.18,3871.18,19.999999999999996,0.0,317513624.75,1630527.8571000043,139,0.0,648510.4109163736,407220.19505,241290.2158663736,2.0,1.0822750001460246,7.670813192962394,97276.56163745602,-2.3284812567959996,-7.285145601970609,2.8931732195743223,0.8116118567408679,2102031.330347326,142,0.9687026434060972,False,0.0,2279038.268016378,97276.56163745602,2376314.829653834,0.7484134992710526,SAIL Distribution,108,1.443661971830986,1.8981481481481481,3,5.246478873239437,0.513982904928582,76.05633802816901,0.0,0.1981518088273445,0.1981518088273445,-2.3284812567959996,0.5227756220435589,1.457624716553288,0.22714104913661728,-0.18137608120021262,99.83802280581364,100.0,100.0,100.0,99.95140684174409,6,29,False,good,[]
VS33,131,3308.48,3292.42,16.059999999999985,0.0,272169450.28,1335192.923599999,127,0.0,1005599.5353454242,605460.958,400138.5773454242,3.0,1.7915653815041062,12.249282521166059,150839.93030181364,0.5471329704344645,-4.377256516306514,5.725119153250791,0.41584125516074033,6487220.367132856,131,0.8316825103214807,False,0.0,2340792.4589454234,150839.93030181364,2491632.389247237,0.9154710003947608,Premium Metals,107,1.5419847328244274,1.8878504672897196,3,6.106870229007634,0.485419286197891,81.6793893129771,0.0,0.37204495541777954,0.37204495541777954,0.5471329704344645,0.49597331200344286,1.5534620098039216,0.3969857833038893,0.10191175898796831,100.0,99.99001336645769,100.0,99.87046166728784,99.971595675072,5,30,False,good,[]
VS08,171,4545.7,4523.53,22.16999999999999,0.0,375401401.45,1813255.3784000017,162,0.0,1564150.4008510306,1180638.80735,383511.5935010307,4.0,1.7618336974376172,18.13886252360313,234622.56012765458,-0.6610166041473051,-4.737197368416566,3.589579033126019,0.6216234427671512,7508343.992408002,171,0.8806332105867974,False,0.0,3377405.7792510325,234622.56012765458,3612028.339378687,0.9621776385029762,Ratnamani Metals,123,1.4795321637426901,2.0569105691056913,3,5.421052631578948,0.4877136634621729,71.9298245614035,0.0,0.4009891063749578,0.4009891063749578,-0.6610166041473051,0.4958038658669095,1.4901751893939397,0.4194392872711228,-0.04729804075599186,100.0,100.0,100.0,100.0,100.0,1,31,False,good,[]
VS21,140,3630.01,3612.86,17.149999999999988,0.0,294053407.85,1429027.8759000045,136,0.0,701702.9396322271,461043.6043,240659.33533222706,2.0,1.1519288840804716,10.879203247488418,105255.44094483404,-4.474200962779233,-9.022092638516813,0.30103512320139997,0.9659919683565513,2891044.617582313,140,0.9687026434060972,False,0.0,2130730.8155322317,105255.44094483404,2235986.256477066,0.7604014089908686,Viraj Profiles,105,1.5142857142857142,2.019047619047619,3,5.45,0.4724504891171095,75.0,0.0,0.3011244069099942,0.3011244069099942,-4.474200962779233,0.48279663735820577,1.5260057471264368,0.3269627195655104,-0.46781792174959413,100.0,100.0,100.0,100.0,100.0,2,32,False,good,[]
VS25,148,3793.52,3775.03,18.489999999999952,0.0,314396950.83,1518690.3725000047,141,0.0,1061216.065276594,587430.6395,473785.42577659385,4.0,2.1326638581042907,13.176926195018575,159182.40979148907,0.1356934608353267,-4.245269532810302,4.7170939332149056,0.4763530013375987,13047619.175215207,148,0.8336792615188198,False,0.0,2579906.4377765986,159182.40979148907,2739088.8475680877,0.8712199149314148,Laxmi Hardware,109,1.3783783783783783,1.871559633027523,3,6.716216216216216,0.4874101098715692,73.64864864864865,0.0,0.3490548736041455,0.3490548736041455,0.1356934608353267,0.4967264065459918,1.3939270152505447,0.3719758082549892,0.06288679482214984,100.0,100.0,100.0,100.0,100.0,3,33,False,good,[]
VS29,149,3559.08,3540.9,18.180000000000003,0.0,298440828.45,1542045.9629999984,144,0.0,1167236.600914388,782689.5628,384547.0381143879,3.0,1.698181097722504,13.73482896142536,175085.4901371582,-1.1927790856186924,-5.7129047418368675,3.544041505278075,0.69188452429621,8693154.753937716,149,0.9409629530428455,False,0.0,2709282.5639143866,175085.4901371582,2884368.0540515445,0.9664790400938001,Global Metals,108,1.3691275167785235,1.8888888888888888,3,5.9865771812080535,0.5108061633905392,72.48322147651007,0.0,0.38789090235322543,0.38789090235322543,-1.1927790856186924,0.5193023525047717,1.3848755411255411,0.4094020897417559,-0.09235580866220375,100.0,100.0,100.0,100.0,100.0,4,34,False,good,[]
